Date,Price,Open,High,Low,Vol.,Change %
"Mar 19, 2020","5,925.76","6,043.77","6,193.33","5,905.64",862.19K,-1.95%
"Mar 18, 2020","6,043.77","5,157.85","6,089.82","5,320.60",586.79K,17.18%
"Mar 17, 2020","5,157.85","4,917.01","5,206.28","4,923.83",313.76K,4.90%
"Mar 16, 2020","4,917.01","5,252.37","5,370.44","4,829.52",299.16K,-6.38%
"Mar 15, 2020","5,252.37","5,583.14","5,803.43","5,137.95",364.10K,-5.92%
"Mar 12, 2020","5,583.14","5,756.73","5,835.69","5,376.66",521.75K,-3.02%
"Mar 11, 2020","5,756.73","6,178.07","6,235.62","5,693.70",465.46K,-6.82%
"Mar 10, 2020","6,178.07","6,144.53","6,449.71","5,949.31",631.93K,0.55%
"Mar 09, 2020","6,144.53","6,657.07","6,258.34","5,826.18",533.04K,-7.70%
"Mar 08, 2020","6,657.07","7,603.05","7,326.65","6,370.50",553.42K,-12.44%
"Mar 05, 2020","7,603.05","7,762.74","7,829.21","7,541.77",343.79K,-2.06%
"Mar 04, 2020","7,762.74","7,341.23","7,789.36","7,292.83",335.83K,5.74%
"Mar 03, 2020","7,341.23","7,142.75","7,341.23","7,142.75",220.61K,2.78%
"Mar 02, 2020","7,142.75","7,291.51","7,456.87","7,114.39",284.09K,-2.04%
"Mar 01, 2020","7,291.51","7,546.71","7,474.19","7,066.13",226.57K,-3.38%
"Feb 27, 2020","7,546.71","7,627.63","7,627.63","7,463.13",153.16K,-1.06%
"Feb 26, 2020","7,627.63","7,623.14","7,674.65","7,548.49",334.80K,0.06%
"Feb 25, 2020","7,623.14","7,781.90","7,772.72","7,576.08",188.20K,-2.04%
"Feb 24, 2020","7,781.90","7,813.64","7,809.20","7,568.84",248.42K,-0.41%
"Feb 23, 2020","7,813.64","7,731.51","7,879.12","7,595.34",482.84K,1.06%
"Feb 20, 2020","7,731.51","7,675.11","7,841.62","7,644.56",295.14K,0.73%
"Feb 19, 2020","7,675.11","7,714.98","7,759.83","7,574.32",198.99K,-0.52%
"Feb 18, 2020","7,714.98","7,748.65","7,825.51","7,506.81",444.22K,-0.43%
"Feb 17, 2020","7,748.65","8,131.09","8,636.98","7,721.94",781.97K,-4.70%
"Feb 16, 2020","8,131.09","8,166.81","8,471.49","8,022.49",236.78K,-0.44%
"Feb 13, 2020","8,166.81","7,953.87","8,166.81","7,817.90",498.77K,2.68%
"Feb 12, 2020","7,953.87","7,865.70","8,252.70","7,785.22",516.73K,1.12%
"Feb 11, 2020","7,865.70","7,227.44","7,883.80","7,211.01",411.01K,8.83%
"Feb 10, 2020","7,227.44","7,275.30","7,298.78","7,128.17",74.03K,-0.66%
"Feb 09, 2020","7,275.30","7,226.22","7,275.30","7,165.55",104.07K,0.68%
"Feb 06, 2020","7,226.22","7,230.01","7,264.53","7,079.25",232.90K,-0.05%
"Feb 05, 2020","7,230.01","7,503.60","7,618.53","7,187.48",519.02K,-3.65%
"Feb 04, 2020","7,503.60","7,437.14","7,525.22","7,368.13",193.75K,0.89%
"Feb 03, 2020","7,437.14","7,224.95","7,471.09","7,221.02",257.89K,2.94%
"Feb 02, 2020","7,224.95","7,331.99","7,315.40","7,193.26",200.00K,-1.46%
"Jan 30, 2020","7,331.99","7,209.26","7,331.99","7,187.19",125.80K,1.70%
"Jan 29, 2020","7,209.26","7,254.28","7,457.22","7,209.26",291.30K,-0.62%
"Jan 28, 2020","7,254.28","7,376.79","7,384.38","7,170.22",249.60K,-1.66%
"Jan 27, 2020","7,376.79","7,457.90","7,534.98","7,334.25",173.44K,-1.09%
"Jan 26, 2020","7,457.90","7,434.87","7,586.37","7,371.66",202.56K,0.31%
"Jan 23, 2020","7,434.87","7,464.25","7,455.35","7,346.92",113.17K,-0.39%
"Jan 22, 2020","7,464.25","7,465.12","7,557.85","7,386.97",233.41K,-0.01%
"Jan 21, 2020","7,465.12","7,356.76","7,736.78","7,296.87",433.28K,1.47%
"Jan 20, 2020","7,356.76","7,518.56","7,530.51","7,276.27",332.03K,-2.15%
"Jan 19, 2020","7,518.56","7,391.07","7,575.57","7,336.26",527.47K,1.72%
"Jan 16, 2020","7,391.07","7,157.70","7,392.52","7,102.47",454.92K,3.26%
"Jan 15, 2020","7,157.70","6,930.64","7,164.81","6,846.91",270.52K,3.28%
"Jan 14, 2020","6,930.64","7,173.37","7,191.73","6,856.35",396.59K,-3.38%
"Jan 13, 2020","7,173.37","6,972.07","7,322.89","6,933.32",536.81K,2.89%
"Jan 12, 2020","6,972.07","6,609.95","6,972.07","6,611.76",429.12K,5.48%
"Jan 09, 2020","6,609.95","6,359.89","6,628.94","6,430.19",89.16K,3.93%
"Jan 08, 2020","6,359.89","6,512.87","6,484.07","6,208.95",130.44K,-2.35%
"Jan 07, 2020","6,512.87","6,552.30","6,717.56","6,509.22",193.13K,-0.60%
"Jan 06, 2020","6,552.30","6,810.26","6,831.59","6,496.41",175.42K,-3.79%
"Jan 05, 2020","6,810.26","6,880.48","6,910.18","6,656.22",197.65K,-1.02%
"Jan 02, 2020","6,880.48","6,947.14","7,090.51","6,779.84",65.51K,-0.96%
"Jan 01, 2020","6,947.14","7,179.16","7,201.04","6,912.10",114.31K,-3.23%
"Dec 31, 2019","7,179.16","6,905.63","7,205.85","6,843.55",174.64K,3.96%
"Dec 30, 2019","6,905.63","7,014.66","7,014.66","6,739.59",152.38K,-1.55%
"Dec 29, 2019","7,014.66","6,998.39","7,079.70","6,930.30",148.89K,0.23%
"Dec 26, 2019","6,998.39","6,682.94","7,036.27","6,583.16",479.90K,4.72%
"Dec 25, 2019","6,682.94","6,472.03","6,706.39","6,466.24",710.48K,3.26%
"Dec 24, 2019","6,472.03","6,501.86","6,563.52","6,463.92",105.80K,-0.46%
"Dec 23, 2019","6,501.86","6,623.74","6,632.43","6,501.86",229.54K,-1.84%
"Dec 22, 2019","6,623.74","6,805.05","6,843.60","6,535.93",161.09K,-2.66%
"Dec 19, 2019","6,805.05","6,599.60","6,878.48","6,542.02",256.40K,3.11%
"Dec 18, 2019","6,599.60","6,560.34","6,774.74","6,417.44",225.37K,0.60%
"Dec 17, 2019","6,560.34","6,826.20","6,994.47","6,449.71",434.84K,-3.89%
"Dec 16, 2019","6,826.20","6,765.50","7,099.81","6,623.90",438.70K,0.90%
"Dec 15, 2019","6,765.50","6,214.04","6,795.42","6,201.55",228.36K,8.87%
"Dec 12, 2019","6,214.04","6,313.57","6,316.47","6,073.39",290.04K,-1.58%
"Dec 11, 2019","6,313.57","6,445.21","6,505.50","6,223.28",155.15K,-2.04%
"Dec 10, 2019","6,445.21","6,456.01","6,489.11","6,163.79",349.65K,-0.17%
"Dec 09, 2019","6,456.01","6,142.40","6,471.65","5,909.91",385.39K,5.11%
"Dec 08, 2019","6,142.40","6,578.77","6,593.58","6,086.77",239.18K,-6.63%
"Dec 05, 2019","6,578.77","6,345.64","6,578.77","6,010.12",311.68K,3.67%
"Dec 04, 2019","6,345.64","7,203.81","7,512.04","6,310.47",610.26K,-11.91%
"Dec 03, 2019","7,203.81","6,840.02","7,207.80","6,474.69",651.78K,5.32%
"Dec 02, 2019","6,840.02","6,241.86","6,840.02","5,813.88",679.00K,9.58%
"Dec 01, 2019","6,241.86","6,255.76","6,369.68","5,957.18",338.31K,-0.22%
"Nov 28, 2019","6,255.76","5,959.47","6,377.44","5,998.83",979.93K,4.97%
"Nov 27, 2019","5,959.47","6,175.04","6,264.39","5,630.67",1.21M,-3.49%
"Nov 26, 2019","6,175.04","5,785.06","6,175.04","5,777.53",926.95K,6.74%
"Nov 25, 2019","5,785.06","5,431.54","5,791.45","5,495.25",639.08K,6.51%
"Nov 24, 2019","5,431.54","5,569.53","5,586.11","5,421.75",837.82K,-2.48%
"Nov 21, 2019","5,569.53","5,466.91","5,678.10","5,373.88",1.18M,1.88%
"Nov 20, 2019","5,466.91","5,082.96","5,466.91","5,051.59",1.15M,7.55%
"Nov 19, 2019","5,082.96","4,810.24","5,146.99","4,778.39",883.89K,5.67%
"Nov 18, 2019","4,810.24","4,717.55","4,859.42","4,755.50",832.27K,1.96%
"Nov 17, 2019","4,717.55","4,956.91","5,041.03","4,277.90",6.42M,-4.83%
"Nov 14, 2019","4,956.91","5,703.00","5,088.49","4,849.53",2.51M,-13.08%
"Nov 13, 2019","5,703.00","6,911.78","6,868.37","5,617.93",3.40M,-17.49%
"Nov 12, 2019","6,911.78","6,848.02","7,623.43","6,339.68",5.16M,0.93%
"Nov 11, 2019","6,848.02","5,947.34","6,876.70","6,075.43",3.85M,15.14%
"Nov 10, 2019","5,947.34","5,261.50","6,170.88","5,395.22",3.90M,13.04%
"Nov 07, 2019","5,261.50","4,771.15","5,310.69","4,745.04",2.92M,10.28%
"Nov 06, 2019","4,771.15","4,683.35","4,800.34","4,694.53",1.17M,1.87%
"Nov 05, 2019","4,683.35","4,492.58","4,685.44","4,541.51",1.62M,4.25%
"Nov 04, 2019","4,492.58","4,364.17","4,525.71","4,314.59",1.04M,2.94%
"Nov 03, 2019","4,364.17","4,185.55","4,373.65","4,165.68",925.54K,4.27%
"Oct 31, 2019","4,185.55","4,064.24","4,185.55","4,042.72",765.65K,2.98%
"Oct 30, 2019","4,064.24","3,993.83","4,070.95","3,988.32",955.05K,1.76%
"Oct 29, 2019","3,993.83","3,892.74","4,084.37","3,959.59",1.36M,2.60%
"Oct 28, 2019","3,892.74","3,957.44","4,026.14","3,878.80",469.46K,-1.63%
"Oct 27, 2019","3,957.44","3,948.56","3,995.77","3,942.06",474.39K,0.22%
"Oct 24, 2019","3,948.56","3,922.06","3,980.61","3,872.57",441.73K,0.68%
"Oct 23, 2019","3,922.06","3,968.25","4,006.20","3,912.07",289.65K,-1.16%
"Oct 22, 2019","3,968.25","3,742.43","3,984.31","3,742.12",581.43K,6.03%
"Oct 21, 2019","3,742.43","3,664.37","3,810.31","3,642.86",315.43K,2.13%
"Oct 20, 2019","3,664.37","3,685.06","3,702.87","3,637.77",274.36K,-0.56%
"Oct 17, 2019","3,685.06","3,620.54","3,708.03","3,593.14",322.65K,1.78%
"Oct 16, 2019","3,620.54","3,493.54","3,620.54","3,440.91",182.44K,3.64%
"Oct 15, 2019","3,493.54","3,430.72","3,493.54","3,410.74",55.39K,1.83%
"Oct 14, 2019","3,430.72","3,489.56","3,473.11","3,398.78",34.95K,-1.69%
"Oct 13, 2019","3,489.56","3,523.71","3,594.06","3,482.73",188.03K,-0.97%
"Oct 10, 2019","3,523.71","3,553.39","3,568.30","3,433.02",43.47K,-0.84%
"Oct 09, 2019","3,553.39","3,755.15","3,779.00","3,514.87",318.53K,-5.37%
"Oct 08, 2019","3,755.15","3,920.68","3,958.10","3,634.38",419.82K,-4.22%
"Oct 07, 2019","3,920.68","3,831.98","4,268.63","3,920.68",804.68K,2.31%
"Oct 06, 2019","3,831.98","3,776.37","3,840.20","3,776.37",71.71K,1.47%
"Oct 03, 2019","3,776.37","3,775.34","3,790.74","3,775.34",61.98K,0.03%
"Oct 02, 2019","3,775.34","3,773.48","3,783.89","3,765.79",43.41K,0.05%
"Oct 01, 2019","3,773.48","3,777.44","3,817.23","3,773.48",100.88K,-0.10%
"Sep 30, 2019","3,777.44","3,784.64","3,789.32","3,756.42",94.02K,-0.19%
"Sep 29, 2019","3,784.64","3,704.24","3,784.64","3,704.24",42.17K,2.17%
"Sep 26, 2019","3,704.24","3,642.70","3,715.13","3,643.89",53.33K,1.69%
"Sep 25, 2019","3,642.70","3,651.46","3,661.78","3,640.77",77.28K,-0.24%
"Sep 24, 2019","3,651.46","3,639.52","3,668.12","3,636.11",72.24K,0.33%
"Sep 22, 2019","3,639.52","3,622.28","3,641.67","3,635.05",73.06K,0.48%
"Sep 19, 2019","3,622.28","3,625.21","3,628.64","3,622.28",62.56K,-0.08%
"Sep 18, 2019","3,625.21","3,623.25","3,628.31","3,596.78",36.28K,0.05%
"Sep 17, 2019","3,623.25","3,657.98","3,657.98","3,623.25",40.29K,-0.95%
"Sep 16, 2019","3,657.98","3,667.93","3,682.62","3,657.98",43.95K,-0.27%
"Sep 15, 2019","3,667.93","3,701.08","3,701.38","3,667.93",211.38K,-0.90%
"Sep 12, 2019","3,701.08","3,693.90","3,760.04","3,687.78",120.01K,0.19%
"Sep 11, 2019","3,693.90","3,697.55","3,708.21","3,664.12",106.78K,-0.10%
"Sep 10, 2019","3,697.55","3,770.98","3,795.05","3,695.97",87.02K,-1.95%
"Sep 09, 2019","3,770.98","3,733.91","3,770.98","3,724.58",77.28K,0.99%
"Sep 08, 2019","3,733.91","3,740.31","3,762.13","3,722.28",110.62K,-0.17%
"Sep 05, 2019","3,740.31","3,765.91","3,757.54","3,717.68",85.78K,-0.68%
"Sep 04, 2019","3,765.91","3,734.31","3,765.91","3,699.36",78.43K,0.85%
"Sep 03, 2019","3,734.31","3,767.00","3,768.55","3,734.31",38.41K,-0.87%
"Sep 02, 2019","3,767.00","3,762.06","3,787.65","3,767.00",19.60K,0.13%
"Sep 01, 2019","3,762.06","3,867.98","3,867.98","3,762.06",38.89K,-2.74%
"Aug 29, 2019","3,867.98","3,829.52","3,867.98","3,829.52",33.05K,1.00%
"Aug 28, 2019","3,829.52","3,825.53","3,844.30","3,764.49",34.25K,0.10%
"Aug 27, 2019","3,825.53","3,825.53","3,825.53","3,825.53",35.08K,0.00%
"Aug 26, 2019","3,825.53","3,743.00","3,832.66","3,725.54",33.71K,2.20%
"Aug 25, 2019","3,743.00","3,813.25","3,816.95","3,739.09",69.21K,-1.84%
"Aug 22, 2019","3,813.25","3,862.61","3,865.16","3,807.58",110.48K,-1.28%
"Aug 21, 2019","3,862.61","3,876.97","3,883.93","3,852.17",62.46K,-0.37%
"Aug 20, 2019","3,876.97","3,859.59","3,911.29","3,846.32",38.88K,0.45%
"Aug 19, 2019","3,859.59","3,978.43","3,979.96","3,831.22",54.86K,-2.99%
"Aug 18, 2019","3,978.43","3,969.99","3,983.63","3,944.37",41.77K,0.21%
"Aug 08, 2019","3,969.99","3,779.79","3,984.38","3,797.11",96.95K,5.03%
"Aug 07, 2019","3,779.79","3,746.92","3,789.87","3,748.51",38.31K,0.88%
"Aug 06, 2019","3,746.92","3,763.59","3,763.59","3,707.75",38.89K,-0.44%
"Aug 05, 2019","3,763.59","3,766.82","3,776.62","3,720.89",94.81K,-0.09%
"Aug 04, 2019","3,766.82","3,775.72","3,795.70","3,766.62",39.87K,-0.24%
"Aug 01, 2019","3,775.72","3,808.08","3,799.35","3,775.72",103.03K,-0.85%
"Jul 31, 2019","3,808.08","3,802.72","3,808.08","3,762.23",64.22K,0.14%
"Jul 30, 2019","3,802.72","3,781.98","3,809.17","3,774.58",35.14K,0.55%
"Jul 29, 2019","3,781.98","3,764.49","3,793.51","3,760.79",90.65K,0.46%
"Jul 28, 2019","3,764.49","3,786.25","3,786.25","3,747.62",42.76K,-0.57%
"Jul 25, 2019","3,786.25","3,796.90","3,793.34","3,766.34",48.89K,-0.28%
"Jul 24, 2019","3,796.90","3,818.06","3,847.73","3,793.96",113.07K,-0.55%
"Jul 23, 2019","3,818.06","3,822.76","3,852.52","3,804.27",99.00K,-0.12%
"Jul 22, 2019","3,822.76","3,757.51","3,848.91","3,801.93",192.74K,1.74%
"Jul 21, 2019","3,757.51","3,828.14","3,853.51","3,747.80",118.44K,-1.85%
"Jul 18, 2019","3,828.14","3,786.92","3,835.19","3,791.16",102.70K,1.09%
"Jul 17, 2019","3,786.92","3,784.65","3,804.75","3,783.56",98.99K,0.06%
"Jul 16, 2019","3,784.65","3,843.91","3,824.92","3,784.65",106.39K,-1.54%
"Jul 15, 2019","3,843.91","3,817.15","3,869.96","3,828.63",212.95K,0.70%
"Jul 14, 2019","3,817.15","3,831.83","3,867.39","3,807.24",248.05K,-0.38%
"Jul 11, 2019","3,831.83","3,874.14","3,889.41","3,783.89",420.05K,-1.09%
"Jul 10, 2019","3,874.14","3,790.56","3,889.94","3,790.34",384.04K,2.20%
"Jul 09, 2019","3,790.56","3,797.59","3,857.62","3,759.47",392.60K,-0.19%
"Jul 08, 2019","3,797.59","3,939.35","3,914.75","3,797.59",179.41K,-3.60%
"Jul 07, 2019","3,939.35","4,023.45","4,040.48","3,816.79",540.26K,-2.09%
"Jul 04, 2019","4,023.45","3,881.28","4,069.97","3,896.96",381.00K,3.66%
"Jul 03, 2019","3,881.28","3,813.52","3,885.44","3,812.43",225.65K,1.78%
"Jul 02, 2019","3,813.52","3,802.85","3,842.62","3,802.85",276.25K,0.28%
"Jul 01, 2019","3,802.85","3,808.22","3,833.87","3,777.79",219.48K,-0.14%
"Jun 30, 2019","3,808.22","3,716.15","3,854.23","3,712.45",506.99K,2.48%
"Jun 27, 2019","3,716.15","3,641.12","3,722.21","3,641.12",179.99K,2.06%
"Jun 26, 2019","3,641.12","3,673.52","3,682.39","3,640.63",192.70K,-0.88%
"Jun 25, 2019","3,673.52","3,654.17","3,692.87","3,650.07",114.08K,0.53%
"Jun 24, 2019","3,654.17","3,738.40","3,785.10","3,654.17",376.88K,-2.25%
"Jun 23, 2019","3,738.40","3,732.57","3,738.56","3,713.80",280.17K,0.16%
"Jun 20, 2019","3,732.57","3,649.44","3,732.57","3,661.16",109.49K,2.28%
"Jun 19, 2019","3,649.44","3,587.51","3,649.44","3,576.20",96.73K,1.73%
"Jun 18, 2019","3,587.51","3,587.74","3,599.61","3,584.57",225.12K,-0.01%
"Jun 17, 2019","3,587.74","3,571.27","3,587.91","3,541.59",154.94K,0.46%
"Jun 16, 2019","3,571.27","3,537.26","3,572.25","3,533.00",109.62K,0.96%
"Jun 13, 2019","3,537.26","3,548.31","3,562.99","3,525.62",208.88K,-0.31%
"Jun 12, 2019","3,548.31","3,419.59","3,554.82","3,419.59",197.35K,3.76%
"Jun 11, 2019","3,419.59","3,462.95","3,462.95","3,408.12",139.40K,-1.25%
"Jun 10, 2019","3,462.95","3,452.80","3,487.21","3,442.46",61.90K,0.29%
"Jun 09, 2019","3,452.80","3,474.69","3,479.52","3,438.78",60.74K,-0.63%
"May 30, 2019","3,474.69","3,435.74","3,483.24","3,388.02",161.46K,1.13%
"May 29, 2019","3,435.74","3,455.86","3,476.98","3,425.18",44.93K,-0.58%
"May 28, 2019","3,455.86","3,413.59","3,455.86","3,400.80",38.47K,1.24%
"May 27, 2019","3,413.59","3,464.47","3,464.47","3,410.72",26.55K,-1.47%
"May 26, 2019","3,464.47","3,431.13","3,467.33","3,415.00",24.37K,0.97%
"May 23, 2019","3,431.13","3,391.15","3,431.13","3,374.69",20.79K,1.18%
"May 22, 2019","3,391.15","3,368.02","3,411.99","3,384.14",53.21K,0.69%
"May 21, 2019","3,368.02","3,418.20","3,417.22","3,352.40",68.98K,-1.47%
"May 20, 2019","3,418.20","3,398.15","3,424.25","3,398.15",90.49K,0.59%
"May 19, 2019","3,398.15","3,489.57","3,489.57","3,398.15",91.56K,-2.62%
"May 16, 2019","3,489.57","3,442.64","3,489.57","3,462.11",141.35K,1.36%
"May 15, 2019","3,442.64","3,403.21","3,442.64","3,401.16",26.93K,1.16%
"May 14, 2019","3,403.21","3,424.31","3,433.83","3,403.21",89.53K,-0.62%
"May 13, 2019","3,424.31","3,493.30","3,493.30","3,394.29",145.99K,-1.97%
"May 12, 2019","3,493.30","3,508.74","3,513.14","3,493.30",46.92K,-0.44%
"May 09, 2019","3,508.74","3,474.15","3,517.15","3,479.18",39.04K,1.00%
"May 08, 2019","3,474.15","3,444.52","3,474.15","3,438.83",46.76K,0.86%
"May 07, 2019","3,444.52","3,478.47","3,478.47","3,430.09",126.33K,-0.98%
"May 06, 2019","3,478.47","3,574.77","3,575.48","3,474.90",66.52K,-2.69%
"May 05, 2019","3,574.77","3,577.04","3,604.69","3,569.47",90.99K,-0.06%
"May 02, 2019","3,577.04","3,586.28","3,586.28","3,576.39",44.34K,-0.26%
"May 01, 2019","3,586.28","3,587.88","3,587.91","3,552.71",88.68K,-0.04%
"Apr 30, 2019","3,587.88","3,565.75","3,587.88","3,561.83",102.03K,0.62%
"Apr 29, 2019","3,565.75","3,564.41","3,565.75","3,563.07",41.16K,0.04%
"Apr 28, 2019","3,564.41","3,551.24","3,578.02","3,557.46",111.85K,0.37%
"Apr 25, 2019","3,551.24","3,551.24","3,551.24","3,551.24",15.09K,0.00%
"Apr 24, 2019","3,551.24","3,541.79","3,552.88","3,541.79",98.95K,0.27%
"Apr 23, 2019","3,541.79","3,546.37","3,546.37","3,541.25",19.97K,-0.13%
"Apr 22, 2019","3,546.37","3,556.53","3,556.53","3,546.28",16.96K,-0.29%
"Apr 21, 2019","3,556.53","3,636.69","3,641.09","3,555.19",40.21K,-2.20%
"Apr 18, 2019","3,636.69","3,624.72","3,639.31","3,623.44",38.82K,0.33%
"Apr 17, 2019","3,624.72","3,620.95","3,628.84","3,614.93",73.26K,0.10%
"Apr 16, 2019","3,620.95","3,626.33","3,643.32","3,617.69",131.84K,-0.15%
"Apr 15, 2019","3,626.33","3,642.28","3,649.55","3,626.33",128.48K,-0.44%
"Apr 14, 2019","3,642.28","3,627.10","3,647.20","3,628.61",89.94K,0.42%
"Apr 11, 2019","3,627.10","3,568.86","3,627.10","3,572.06",62.26K,1.63%
"Apr 10, 2019","3,568.86","3,570.32","3,605.27","3,568.86",47.49K,-0.04%
"Apr 09, 2019","3,570.32","3,559.41","3,577.49","3,559.41",30.21K,0.31%
"Apr 08, 2019","3,559.41","3,561.38","3,585.49","3,557.36",117.80K,-0.06%
"Apr 07, 2019","3,561.38","3,604.82","3,604.82","3,561.38",150.05K,-1.21%
"Apr 04, 2019","3,604.82","3,610.58","3,620.26","3,604.82",53.95K,-0.16%
"Apr 03, 2019","3,610.58","3,678.84","3,676.55","3,610.58",105.92K,-1.86%
"Apr 02, 2019","3,678.84","3,692.18","3,690.38","3,666.54",67.31K,-0.36%
"Apr 01, 2019","3,692.18","3,694.42","3,705.54","3,691.63",45.24K,-0.06%
"Mar 31, 2019","3,694.42","3,708.39","3,708.39","3,641.98",117.49K,-0.38%
"Mar 28, 2019","3,708.39","3,650.18","3,708.39","3,644.09",138.57K,1.59%
"Mar 27, 2019","3,650.18","3,657.96","3,657.96","3,640.88",60.35K,-0.21%
"Mar 26, 2019","3,657.96","3,604.92","3,674.94","3,600.48",103.66K,1.47%
"Mar 25, 2019","3,604.92","3,614.51","3,619.69","3,587.02",57.24K,-0.27%
"Mar 24, 2019","3,614.51","3,660.68","3,704.83","3,585.74",114.77K,-1.05%
"Mar 21, 2019","3,652.69","3,667.98","3,669.54","3,652.69",86.71K,-0.42%
"Mar 20, 2019","3,667.98","3,691.76","3,693.31","3,660.01",151.07K,-0.64%
"Mar 19, 2019","3,691.76","3,681.96","3,698.80","3,681.37",65.52K,0.27%
"Mar 18, 2019","3,681.96","3,685.74","3,687.61","3,679.06",39.85K,-0.10%
"Mar 17, 2019","3,685.74","3,681.32","3,689.20","3,675.45",54.95K,0.12%
"Mar 14, 2019","3,681.32","3,684.49","3,689.53","3,679.45",51.70K,-0.09%
"Mar 13, 2019","3,684.49","3,688.79","3,691.41","3,675.93",81.16K,-0.12%
"Mar 12, 2019","3,688.79","3,747.95","3,747.95","3,686.98",85.16K,-1.58%
"Mar 11, 2019","3,747.95","3,766.43","3,767.61","3,742.56",72.46K,-0.49%
"Mar 10, 2019","3,766.43","3,734.42","3,792.01","3,731.55",71.63K,0.86%
"Mar 07, 2019","3,734.42","3,756.70","3,756.70","3,734.42",50.46K,-0.59%
"Mar 06, 2019","3,756.70","3,647.50","3,756.70","3,644.87",169.00K,2.99%
"Mar 05, 2019","3,647.50","3,650.68","3,662.41","3,647.50",39.27K,-0.09%
"Mar 04, 2019","3,650.68","3,657.04","3,660.78","3,633.20",137.61K,-0.17%
"Mar 03, 2019","3,657.04","3,592.87","3,670.42","3,592.87",140.03K,1.79%
"Feb 28, 2019","3,592.87","3,597.35","3,606.43","3,585.89",203.38K,-0.12%
"Feb 27, 2019","3,597.35","3,514.42","3,602.52","3,505.70",84.26K,2.36%
"Feb 26, 2019","3,514.42","3,485.29","3,515.61","3,485.29",88.56K,0.84%
"Feb 25, 2019","3,485.29","3,487.83","3,492.03","3,484.37",101.16K,-0.07%
"Feb 24, 2019","3,487.83","3,440.42","3,487.83","3,434.27",67.11K,1.38%
"Feb 21, 2019","3,440.42","3,453.74","3,458.88","3,440.42",48.81K,-0.39%
"Feb 20, 2019","3,453.74","3,425.74","3,455.36","3,417.41",62.83K,0.82%
"Feb 19, 2019","3,425.74","3,452.12","3,429.26","3,409.37",56.25K,-0.76%
"Feb 18, 2019","3,452.12","3,454.65","3,470.32","3,452.12",95.67K,-0.07%
"Feb 17, 2019","3,454.65","3,430.89","3,484.28","3,420.39",179.40K,0.69%
"Feb 14, 2019","3,430.89","3,445.11","3,445.11","3,298.94",92.53K,-0.41%
"Feb 13, 2019","3,445.11","3,275.97","3,445.89","3,249.63",442.60K,5.16%
"Feb 12, 2019","3,275.97","3,329.41","3,329.41","3,272.84",114.11K,-1.61%
"Feb 11, 2019","3,329.41","3,520.32","3,595.20","3,329.41",657.62K,-5.42%
"Feb 10, 2019","3,520.32","3,347.68","3,520.32","3,346.06",248.76K,5.16%
"Feb 07, 2019","3,347.68","3,201.47","3,347.68","3,182.36",187.83K,4.57%
"Feb 06, 2019","3,201.47","3,168.08","3,220.62","3,121.48",68.63K,1.05%
"Feb 05, 2019","3,168.08","3,160.54","3,175.72","3,160.45",76.75K,0.24%
"Feb 04, 2019","3,160.54","3,168.87","3,180.91","3,156.84",99.09K,-0.26%
"Feb 03, 2019","3,168.87","3,056.29","3,170.42","3,055.54",108.61K,3.68%
"Jan 31, 2019","3,056.29","2,987.75","3,080.21","2,987.75",130.59K,2.29%
"Jan 30, 2019","2,987.75","2,912.39","2,994.49","2,913.86",36.29K,2.59%
"Jan 29, 2019","2,912.39","2,816.50","2,912.39","2,813.39",83.23K,3.40%
"Jan 28, 2019","2,816.50","2,836.69","2,849.29","2,816.50",40.76K,-0.71%
"Jan 27, 2019","2,836.69","2,891.20","2,890.62","2,836.69",36.03K,-1.89%
"Jan 24, 2019","2,891.20","2,779.95","2,891.20","2,825.99",100.53K,4.00%
"Jan 23, 2019","2,779.95","2,810.90","2,810.90","2,779.95",100.67K,-1.10%
"Jan 22, 2019","2,810.90","2,845.11","2,851.77","2,810.11",41.56K,-1.20%
"Jan 21, 2019","2,845.11","2,824.89","2,888.56","2,822.03",102.38K,0.72%
"Jan 20, 2019","2,824.89","2,775.19","2,824.89","2,744.43",42.66K,1.79%
"Jan 17, 2019","2,775.19","2,740.78","2,775.87","2,733.72",108.93K,1.26%
"Jan 16, 2019","2,740.78","2,801.75","2,811.22","2,730.47",152.61K,-2.18%
"Jan 15, 2019","2,801.75","2,611.55","2,801.75","2,604.63",245.55K,7.28%
"Jan 14, 2019","2,611.55","2,599.06","2,618.52","2,573.59",381.23K,0.48%
"Jan 13, 2019","2,599.06","2,567.73","2,599.06","2,567.73",48.87K,1.22%
"Jan 10, 2019","2,567.73","2,575.51","2,568.21","2,554.04",44.00K,-0.30%
"Jan 09, 2019","2,575.51","2,548.49","2,575.51","2,547.36",60.14K,1.06%
"Jan 08, 2019","2,548.49","2,545.90","2,548.49","2,522.45",73.87K,0.10%
"Jan 07, 2019","2,545.90","2,548.58","2,553.30","2,522.33",98.74K,-0.11%
"Jan 06, 2019","2,548.58","2,565.53","2,565.53","2,516.44",62.46K,-0.66%
"Jan 03, 2019","2,565.53","2,567.56","2,568.81","2,538.19",192.39K,-0.08%
"Jan 02, 2019","2,567.56","2,517.01","2,567.56","2,505.43",141.98K,2.01%
"Jan 01, 2019","2,517.01","2,520.73","2,527.34","2,504.64",111.60K,-0.15%
"Dec 31, 2018","2,520.73","2,456.76","2,576.39","2,456.76",122.33K,2.60%
